_id,price
67193,496236.84375
20033,174823.046875
41597,76045.9296875
38096,147459.328125
39602,225685.140625
144617,439036.28125
27642,115813.9453125
70817,228969.9375
64049,190355.578125
3184,141200.4375
82178,186187.796875
130494,354174.84375
62905,186452.28125
18536,122478.8671875
68781,103525.1328125
32035,164225.34375
75749,115697.625
44580,57950.33203125
140094,234338.046875
45231,153143.125
134569,102614.7734375
49807,129144.7578125
8185,99471.234375
10900,140735.375
38388,226099.359375
38330,76318.015625
141479,175908.65625
63614,67695.8125
70981,355895.46875
59302,124687.265625
113312,266072.0625
83121,78167.953125
36,79347.6328125
2551,97262.7578125
21698,257229.65625
68419,192738.078125
147172,199493.609375
133464,148448.109375
128110,286107.8125
124937,167746.234375
118294,159763.1875
59759,190498.234375
80782,135675.75
69674,424568.6875
10778,77132.8984375
27530,122415.0625
140123,72559.78125
125765,105591.59375
12045,150075.609375
124968,314912.5
4618,269561.71875
46626,179025.203125
79683,47207.26953125
116391,121775.1015625
120920,362257.8125
11351,273610.84375
5827,58138.27734375
62405,197873.984375
5257,124069.359375
65876,115934.6796875
111004,142563.296875
20962,238640.90625
67021,334307.21875
37547,94840.3828125
12672,84882.3828125
129803,176916.59375
125295,268904.65625
114069,83869.71875
16852,143527.828125
4876,106235.9296875
62617,201519.328125
118775,65531.53125
136603,136690.40625
113712,147077.40625
62954,114766.484375
40685,151590.4375
23616,157296.1875
26883,147025.359375
114428,101519.234375
44796,106897.0078125
10423,159298.28125
120869,331784.46875
16473,108522.2734375
83106,130514.1015625
25827,107847.0234375
125938,207833.578125
49612,159619.1875
20053,142637.609375
128485,281911.0625
68229,128642.34375
135405,168087.34375
52394,212995.046875
22945,208138.40625
131894,105981.9609375
56024,271354.375
3605,293835.8125
123135,124725.3125
59270,107998.859375
11790,55807.1640625
135659,90702.2109375
123498,116150.1953125
66593,48734.25
139497,93890.6328125
3972,404697.5625
112914,61559.19921875
113314,134915.5625
146922,102426.5078125
49939,187646.609375
146684,102943.828125
69182,371078.53125
70756,127799.2109375
30089,123731.3203125
129662,209875.78125
133107,60491.39453125
125839,100165.4296875
3871,94030.0078125
124995,343824.625
61284,76959.40625
55551,426597.65625
145942,172301.15625
111141,212356.78125
146056,168741.015625
39819,243687.03125
1816,43761.40625
49659,85961.484375
142410,135747.796875
15601,443419.5
41743,245276.671875
135166,385684.4375
124755,181191.953125
42254,202806.203125
46072,101190.3984375
48596,387991.40625
129111,136935.328125
132111,249601.078125
4377,159853.5
33656,408167.0625
59941,124375.1171875
140097,102589.484375
140407,243535.8125
49392,375470.65625
4406,252908.234375
37707,164752.21875
48014,115478.0625
126355,163264.9375
60569,348910.875
59065,443988.90625
18348,176591.578125
64703,152359.578125
127728,263990.125
13881,65941.6328125
35544,319946.9375
10005,87939.4609375
75843,116358.09375
45168,66715.453125
129078,72954.734375
52970,106684.296875
76277,180798.5625
23695,98068.8671875
64151,213079.890625
77515,261108.546875
34866,179338.8125
5174,233179.0
43098,121344.8984375
56587,168474.65625
127908,75666.8359375
52093,178417.59375
145456,214070.40625
24352,363053.125
57277,372538.65625
120276,178450.53125
121344,155029.046875
138042,65121.12109375
61960,197280.328125
126112,208303.640625
5009,172648.6875
45735,75390.9140625
61730,117339.546875
71377,92594.359375
62178,163370.484375
3264,329378.0625
146589,267366.28125
132129,242973.703125
142925,119707.9296875
124202,153667.375
71448,403822.4375
80038,275109.03125
14301,124868.71875
43286,137126.0
139066,228510.234375
26551,129200.2890625
22193,181557.734375
39112,172837.609375
60097,194624.8125
65478,190625.484375
2811,180209.375
80108,285382.5
110676,72980.6484375
76630,119374.1875
42917,127466.1484375
113474,76027.6015625
10609,191215.671875
116277,34667.48046875
29806,108939.03125
59083,197151.328125
147151,163173.78125
81819,116545.2265625
144312,135791.0625
42967,134322.140625
47944,185753.21875
140837,61649.5
32837,79020.515625
143148,511965.3125
41846,132024.140625
55854,138620.34375
135777,512366.53125
115944,113719.203125
9170,123597.2578125
29218,174662.1875
10875,102989.125
13908,187910.359375
16109,199181.203125
16631,150991.75
135715,269524.25
65171,69161.515625
147111,271852.53125
13396,143284.8125
46262,122552.140625
82746,282783.25
82088,167104.375
137230,256885.09375
121843,130897.0625
13372,143233.3125
9614,145826.671875
46905,168355.484375
138088,136227.703125
132164,109432.28125
40182,99635.7109375
35634,434055.375
64799,145865.703125
141215,162235.203125
129332,95085.515625
45312,233124.875
124878,110015.390625
75277,465960.65625
42901,157511.921875
5906,154891.125
16740,156106.9375
63075,192023.046875
23341,123799.046875
49396,150893.234375
16295,104587.0
140448,86120.8046875
129443,190261.875
45766,66977.5
114930,189880.46875
117193,345333.46875
80491,172976.921875
69318,237253.8125
33742,99296.4609375
124193,195927.875
133054,204880.984375
43828,219429.453125
47247,177797.375
46331,84901.0703125
46020,196293.390625
17593,172268.109375
36620,121860.9765625
66488,95585.5703125
24230,187173.890625
133630,115869.796875
119597,141154.5625
129037,173113.859375
59409,115109.921875
41189,79710.1484375
36592,69942.6328125
62708,87875.28125
131352,98013.5625
47751,265339.75
22372,187089.109375
11119,116034.2421875
128983,91417.5234375
20677,226085.15625
77325,319914.28125
18796,131226.4375
73647,126968.2734375
121103,170631.171875
8906,250829.578125
142210,142474.234375
141126,109427.8671875
53878,111482.3828125
17125,71192.6875
18750,328803.90625
1656,216325.921875
124712,86162.390625
29905,85216.078125
35478,133978.421875
38724,314301.0
53539,101508.0
51379,59385.3125
67049,227792.234375
114418,141387.21875
130874,151857.828125
45317,84790.4765625
110390,116321.2265625
48,111362.421875
81080,48681.5078125
118653,229731.453125
3398,170512.546875
13610,284042.84375
30349,108405.1328125
45487,281218.625
113862,169065.09375
41987,79679.453125
41101,236493.328125
119074,46331.84375
44217,261182.96875
134252,287932.15625
116579,186699.828125
17787,233257.0
120524,277350.78125
128818,195950.21875
72813,283291.375
15059,302552.59375
69134,94073.9453125
77629,229040.171875
124554,70697.515625
82521,116386.9609375
19868,174877.3125
41722,149882.484375
10637,188709.671875
12926,101909.46875
64771,289713.0625
121887,100067.8203125
26611,154047.265625
138076,99035.7890625
44693,112641.140625
130162,79016.171875
59435,172397.359375
61345,211896.53125
122540,115593.7265625
19264,166229.34375
74663,381758.90625
14297,101868.5390625
62490,123272.5390625
69709,110705.6953125
28260,101295.0078125
57197,244415.09375
37302,170380.8125
67682,152115.46875
135289,86775.1171875
81261,177434.265625
49231,301704.34375
71701,333568.09375
28440,102148.8828125
5767,191213.6875
21383,177964.0
51892,293957.59375
135204,153830.875
138006,132500.15625
129950,50125.6015625
77489,158194.46875
19178,162835.625
110454,270912.34375
64282,215611.40625
144695,91774.2734375
56078,103814.859375
117390,111681.578125
40798,127595.9453125
72434,240474.34375
45863,265568.34375
130167,113841.3046875
82923,247871.375
134598,255205.359375
51080,163859.328125
43439,319771.125
46427,64571.32421875
1234,182041.234375
43131,237354.609375
68388,97010.15625
119161,112172.6328125
38406,151396.921875
47753,203831.984375
37246,131696.015625
9384,143511.453125
134906,288138.53125
74961,363573.53125
59666,228426.84375
82908,519391.03125
37457,106726.203125
17859,193702.96875
63533,74633.1015625
81824,279082.09375
65859,285714.875
33019,134619.5
45993,252137.84375
139731,46943.09765625
81748,183624.359375
50867,448554.09375
22526,113124.8046875
128765,97341.015625
141870,25900.123046875
73163,141803.15625
112650,122464.8359375
125628,118166.125
25435,378611.9375
64272,154879.984375
56851,99391.8359375
18794,831091.5
80292,97984.640625
124152,64856.1875
134746,136187.390625
73221,187547.09375
130737,170678.71875
17115,88305.7421875
31606,127858.703125
28524,146005.6875
50387,182445.25
145662,588715.375
127416,177467.390625
73848,136118.8125
124424,80639.5546875
2860,276764.21875
139983,241864.828125
121383,201150.3125
23220,233976.578125
56873,306304.78125
72427,120609.609375
31591,88051.1875
32900,129593.3671875
63951,357662.5625
138828,182598.484375
111578,152064.3125
118898,211777.046875
63966,366043.03125
125100,117189.859375
75498,124380.75
125804,135562.53125
64908,157350.25
47688,382432.625
540,388173.9375
82905,228914.953125
43431,251917.125
144239,482989.625
35951,81454.828125
32830,194083.328125
53556,170827.921875
145448,158829.34375
16195,176695.25
79303,241824.296875
80455,301318.375
40865,105419.0078125
51504,47487.625
27005,139565.9375
130670,166278.25
13188,83443.453125
56163,132588.578125
20808,134775.875
23678,562719.875
82463,275844.0
30574,142560.71875
64706,119215.3125
23362,148075.96875
33343,317158.5
75002,137056.484375
51101,114275.8671875
145934,31236.1171875
120223,219072.796875
78078,253408.15625
68827,181620.0
64102,166916.859375
10388,169998.03125
79749,104779.3671875
37652,92844.296875
68421,148812.875
67509,48706.16015625
25908,225762.03125
40377,89349.1640625
8222,349638.21875
135044,197115.46875
132382,334484.09375
112147,342432.34375
141670,435430.3125
129004,216652.984375
56790,158242.984375
60441,84467.28125
135345,170453.28125
12373,84329.3125
8648,570318.625
135962,193401.0625
16050,166844.515625
76276,212014.28125
121791,571472.4375
57413,118244.3828125
123487,237222.78125
35472,109353.203125
9531,147063.46875
54673,52979.6953125
11581,67768.328125
26658,57616.52734375
71580,203477.59375
77098,193887.3125
26509,141168.59375
62850,175592.796875
28470,111147.6171875
133297,161968.953125
45439,115523.3515625
26050,164634.34375
60174,169656.484375
15068,322100.0
15578,136219.6875
15431,111932.8828125
17252,95202.2734375
43275,207750.734375
1848,263079.71875
144391,104708.484375
6685,100761.953125
43586,150046.59375
10649,176369.03125
132596,145082.34375
28621,106831.1953125
123756,323890.34375
13917,101209.7578125
5364,285187.5625
10655,211227.359375
143066,60532.39453125
6216,144396.40625
131633,544239.125
257,108908.078125
81304,178623.734375
122221,101468.6015625
80726,141436.265625
43341,261543.734375
133083,83696.8828125
139881,110438.796875
59714,280405.375
61138,191371.703125
22215,445278.84375
24800,142480.0625
14415,191934.5625
70505,96425.0625
38760,191131.625
55627,472859.28125
20195,108640.1171875
138667,216724.109375
80566,191885.5
115144,87156.6875
8689,86954.71875
598,200342.578125
37965,109180.9609375
133024,85704.0859375
137721,156153.46875
110874,251898.375
70038,45459.40625
35911,150438.140625
72663,114986.0859375
110950,181331.640625
25351,144899.296875
144896,73880.65625
7694,126276.125
111675,260048.578125
9112,371076.40625
48428,149052.125
133347,87615.375
132196,205291.515625
53591,139194.328125
18532,74733.703125
119857,207219.015625
77232,174047.0
47774,208200.71875
14273,120034.2578125
33669,84285.125
43281,218829.546875
47356,196312.71875
56396,192057.453125
128056,100481.265625
112360,247985.6875
59485,136449.75
43188,144872.765625
139579,91001.9921875
126083,307451.09375
118674,315353.1875
20795,124860.6015625
50951,168015.03125
38617,113889.859375
41801,121960.5
138238,110518.6640625
15859,59891.92578125
77089,63212.91796875
135751,89653.703125
125465,75302.1171875
110324,305011.59375
12164,128588.421875
27271,110118.1796875
7379,112237.7421875
76737,91944.2734375
138425,117117.078125
38582,250718.203125
81928,106950.640625
111657,77044.21875
20530,378780.65625
77760,118869.0625
130464,245548.984375
17881,105053.6640625
55437,331503.0
131320,383742.78125
118256,148598.53125
21630,96831.5703125
119880,91522.890625
30840,250759.0
143103,91068.703125
64659,122985.0078125
111420,103704.7421875
137714,119962.703125
63398,101948.2421875
56422,184183.90625
64764,291765.375
134532,223987.015625
132151,185858.296875
54736,92847.828125
10384,533383.375
57556,158133.234375
25131,222705.953125
125394,167169.9375
13408,102044.7890625
28138,184930.34375
142829,104835.328125
73935,48738.22265625
60721,321171.03125
20923,145779.453125
117573,150093.46875
128093,78136.5625
12855,157948.46875
42983,206949.421875
48941,62581.3828125
120768,150044.75
52165,67951.7109375
124697,170972.578125
82210,178780.953125
2812,301930.5625
137948,87153.328125
30814,239162.234375
33257,402016.875
16662,251606.984375
138431,222870.015625
77120,189122.5
12734,292140.78125
57455,186001.21875
23181,212713.359375
121329,123844.4921875
32593,93892.6328125
2487,622699.875
140955,95202.6171875
140748,279235.90625
123503,87751.2421875
50662,197519.25
17086,212051.265625
79892,85025.6328125
16501,196026.453125
138304,236267.328125
36705,323681.3125
12558,310388.96875
81852,371235.625
119501,186522.515625
71201,125056.078125
144586,224274.171875
71440,194863.34375
130862,388918.0
120198,195393.140625
137348,528176.3125
68547,145509.703125
134627,57184.1171875
133739,137297.203125
40307,116514.734375
141808,202244.78125
110972,178512.515625
120770,77776.125
15425,94005.7578125
58096,181545.4375
4805,204889.265625
122440,118882.53125
58156,191732.578125
34298,47434.48828125
23923,126960.625
82108,325073.15625
8571,50476.30078125
69682,81174.375
115748,98234.2890625
12202,115720.625
48633,495683.71875
20970,114950.984375
61856,356697.53125
146120,140459.609375
121020,319933.75
122570,332809.75
59702,113241.9140625
39349,142225.484375
17608,382911.5
140489,229770.9375
9554,494594.65625
70031,81744.515625
74186,48430.7265625
25932,137747.75
3380,709270.3125
135909,52101.3046875
136721,225780.453125
61069,425926.46875
51108,179133.828125
78792,305206.3125
54903,138562.125
116266,89580.796875
78106,153814.328125
9217,87584.84375
69222,185144.203125
20427,180415.34375
74126,206140.25
48381,157821.578125
42260,179167.171875
128104,199225.796875
50087,214770.15625
14624,245483.421875
141023,124311.28125
135025,64464.0625
504,140593.75
134602,87229.765625
61235,141105.21875
80302,301782.375
69241,290472.59375
74819,148404.640625
35767,47730.44140625
20679,152529.4375
58259,198771.21875
73097,264703.65625
49863,115877.625
80646,66541.15625
126336,183902.953125
127968,77213.109375
6460,199389.9375
35775,123821.9921875
20957,365575.875
32143,44603.30078125
61093,102759.6484375
12679,231746.84375
16092,182524.6875
18102,308982.15625
30132,249972.828125
132664,186999.765625
54951,103062.5546875
33862,86865.3828125
74654,185354.59375
111721,174556.578125
12928,259333.484375
42851,285676.8125
35119,283867.0625
8351,235475.546875
128055,181487.640625
138508,64488.42578125
54058,180716.171875
126930,82181.3359375
113183,200708.6875
44843,217805.65625
125151,53745.0625
144614,160370.1875
18303,86275.3984375
40582,137246.828125
55394,499181.78125
129885,76826.25
13892,188274.453125
123084,335514.875
123282,71886.3125
35449,238145.171875
124011,61371.42578125
125232,117215.640625
39470,284105.3125
44740,64137.3828125
8103,85470.15625
81532,54102.21484375
52628,389678.625
65537,173031.078125
80481,176738.34375
72329,195610.515625
18773,126338.8515625
39690,68515.4921875
21445,221172.453125
18515,177500.90625
142614,131420.25
79929,98747.515625
126385,247417.234375
37162,177299.59375
55410,53489.98828125
75883,47993.515625
68353,173406.53125
137308,153337.46875
13344,115929.09375
52690,132212.609375
56564,349208.28125
118762,96833.9375
139647,152352.28125
19474,291138.53125
76043,72361.8359375
71870,167468.546875
72688,81958.7265625
34462,99737.5234375
18003,105983.984375
49779,212461.796875
32175,138671.890625
40099,108103.859375
32059,73182.765625
125269,170777.671875
73985,73943.9453125
28267,100989.2734375
28464,108691.734375
120046,127379.6484375
11280,98779.5
8096,220145.671875
74329,307372.5625
133623,126917.9453125
36839,143425.859375
115184,247723.96875
137320,52816.22265625
23607,54209.19921875
77364,126540.7109375
17669,90767.0078125
117691,122443.125
140695,234668.46875
115259,183894.796875
40119,97041.046875
33226,179535.015625
79015,123757.578125
29832,126297.8125
31970,91443.375
138642,313377.46875
2842,221983.46875
74575,205601.515625
77802,359133.1875
63702,68658.359375
20403,153263.6875
123004,220655.4375
62136,120991.28125
63930,203831.25
59182,267469.40625
40129,119937.640625
110621,62843.296875
9242,156534.40625
54401,137478.171875
4512,301373.75
48378,94218.0
74455,122023.2109375
78647,104795.8671875
140399,268583.96875
31951,203207.046875
56728,126384.0078125
3106,163937.53125
79890,180987.859375
21050,165734.671875
61479,185805.875
40616,422757.28125
35189,116214.8515625
111696,625499.8125
132831,96045.46875
78137,242433.515625
53968,255695.09375
123849,273849.8125
126328,152269.515625
73695,93097.6328125
48576,113812.8359375
38027,126366.234375
81323,171420.828125
112239,61067.8984375
110469,78178.015625
127648,164575.5
40954,137450.25
117807,73338.15625
146796,82909.859375
77870,51233.4140625
126162,115249.0703125
52182,169524.15625
31011,151941.375
18977,186022.125
125958,309623.78125
81737,211167.734375
30768,68675.0390625
15481,103744.28125
41887,153554.046875
50953,239738.859375
130356,100481.265625
145741,139925.671875
20629,384366.34375
128332,137350.3125
32501,52631.27734375
55408,151969.203125
31364,102592.75
29967,97235.640625
110476,104963.625
134744,74479.7421875
14537,280033.21875
135699,195220.34375
124874,152035.15625
64779,97385.390625
128576,216317.796875
128610,118788.078125
63748,118018.0
138748,320004.0625
6617,72228.0390625
131624,135921.03125
4961,398442.3125
128452,77935.2890625
5221,128955.078125
30659,104198.703125
47498,147978.875
3399,180789.90625
69419,134610.046875
43470,70341.3203125
40178,157740.296875
139807,148831.421875
120973,280698.21875
5636,221627.609375
65720,269710.9375
39256,122460.703125
62520,125264.53125
139905,120089.4140625
17353,187968.5
1574,250590.953125
122304,242362.25
48669,166854.5
70186,89982.0234375
68324,126740.9765625
25723,139625.03125
126379,119162.2890625
20258,102369.5078125
14246,116660.8984375
43873,147204.828125
111826,242885.171875
13659,253827.578125
130744,49602.63671875
62404,189693.546875
489,155758.375
65145,374226.4375
132135,175448.609375
124407,426097.28125
34603,110603.359375
74749,148282.421875
57994,167470.75
73947,77217.7890625
53008,117060.59375
111483,74801.1015625
76488,205174.140625
28234,144804.109375
19878,571970.9375
6772,25183.935546875
14106,83415.21875
22308,186331.15625
76104,242089.4375
14055,158797.296875
146211,83315.09375
17604,161590.265625
139500,111996.703125
134945,101604.2734375
145037,229526.953125
119643,152225.84375
139245,72275.6953125
125173,117919.796875
134689,121566.2890625
69464,182269.4375
124263,208684.859375
41115,81496.5
142314,148791.46875
16008,120230.2265625
39372,205961.734375
56666,152501.9375
29641,140672.734375
120945,225114.625
34841,138483.96875
120312,169958.90625
56704,253042.921875
56609,283919.03125
15310,108290.5
114623,106685.8046875
47157,122083.546875
115683,99711.515625
30494,261388.4375
139442,270701.21875
124866,116401.828125
52097,128622.4765625
48944,147540.0625
40767,135920.78125
45659,173397.03125
1099,153912.875
57987,47089.4375
120961,311765.09375
17464,295797.0
116623,87543.71875
66750,298629.90625
65242,242999.4375
64749,84595.453125
115914,182846.90625
4090,224149.328125
4004,122061.0703125
74078,239660.15625
115041,137666.796875
143814,72965.40625
121181,96652.6640625
30746,163479.890625
124463,129232.1796875
43220,274661.28125
74181,153226.90625
71416,47916.6171875
6129,140902.0
31669,182963.546875
3942,110332.296875
22861,201765.421875
135709,274831.125
26810,139676.21875
5943,175819.890625
53678,65416.78125
118376,488345.375
77813,215637.546875
36762,306816.125
19866,133270.28125
5236,122885.46875
41359,233508.34375
141149,159345.84375
42819,171337.765625
128658,330958.28125
45544,221773.46875
43995,85537.1328125
34004,59269.71875
112467,122392.6640625
129884,188618.921875
2414,167679.671875
71079,216898.5625
115573,233930.515625
39692,149882.96875
128331,157557.5625
128789,130578.21875
120335,227030.34375
131493,233035.890625
27258,194115.09375
119935,205637.40625
58065,130884.6171875
45195,136262.34375
124097,166719.640625
126751,253154.21875
36795,222960.984375
43254,302580.03125
60563,100733.75
47942,300974.65625
60564,238011.34375
3148,148041.609375
41957,294476.8125
111941,237482.21875
26271,117961.2734375
125130,444418.53125
55585,69011.9609375
41751,120293.625
12165,267238.4375
59002,88429.3046875
8308,113074.1640625
130769,46140.8046875
124988,209799.3125
19422,205638.828125
123384,91237.890625
57475,164617.546875
40900,691482.4375
146060,298891.65625
57508,182125.765625
4032,436004.78125
48112,114626.703125
139393,174330.890625
52830,208160.828125
61702,144240.8125
18404,59739.203125
114358,158159.625
35874,117663.8828125
3114,93166.8359375
15306,249176.953125
12561,76152.796875
146828,76158.5390625
27830,228554.328125
73526,48142.41015625
60576,180403.703125
58080,69132.21875
125426,399742.4375
8035,91189.203125
76852,60745.23828125
64516,145729.546875
2737,131925.609375
55897,69487.546875
75778,225647.46875
65643,157286.734375
33076,249352.8125
130615,282439.15625
50196,61496.0
33618,145929.421875
69429,204998.984375
141826,117177.6484375
71464,56484.66796875
62839,131292.828125
146019,97027.4296875
40250,193882.328125
27453,103804.65625
124365,163805.984375
73684,484757.21875
29329,495884.4375
118226,176026.984375
59321,86189.3046875
22328,36729.04296875
143028,159055.9375
110808,39359.1171875
129124,94518.8125
70665,276922.71875
111670,272105.78125
80626,208637.421875
66787,132308.71875
29590,106358.53125
125249,119458.8828125
13942,145096.359375
118699,134412.984375
11139,183648.390625
52300,87573.1171875
119686,141079.34375
33632,356347.09375
129123,157479.078125
113233,119058.0703125
75965,127071.734375
125046,62670.30078125
138346,144409.890625
116737,107750.1328125
61010,82724.3828125
144081,320856.71875
51245,102164.5546875
63158,69742.4375
62686,164410.734375
146652,176452.953125
42057,98376.0703125
133431,126194.859375
112453,304168.0625
125168,402176.3125
75337,308122.6875
13281,52408.26171875
7734,88090.0625
113059,104950.0390625
131531,136747.921875
29488,433408.1875
141530,145341.90625
32816,131315.375
25500,99222.4140625
135670,151205.5
247,300327.40625
18759,149525.921875
7383,79689.3046875
10489,116604.96875
125048,121270.53125
7575,301821.21875
127765,142342.640625
67789,108358.9765625
82728,225647.34375
142230,150521.515625
5999,442629.9375
63819,169259.453125
15697,75808.4453125
137801,411964.3125
1212,176875.1875
117386,193324.046875
7045,102850.4453125
33151,127627.6875
5412,239241.9375
14252,70117.078125
42394,180802.421875
1946,89181.8828125
126246,97660.0390625
19807,262333.125
112380,182211.703125
11003,285628.46875
141055,110649.953125
14997,156777.484375
125175,101387.59375
45217,304397.4375
133244,298986.5625
77473,120930.7890625
15907,457600.6875
35519,217366.171875
10391,178045.546875
39327,173891.28125
6570,86418.1015625
15187,78706.0234375
6627,35738.484375
121907,114816.5625
73293,176548.59375
69060,241367.765625
131670,230276.890625
123468,80277.703125
114248,178432.84375
132765,160917.6875
51902,146183.234375
34144,244349.578125
141291,73794.09375
29429,125114.25
129835,77743.9609375
121777,44865.92578125
13893,113132.953125
7627,109402.9296875
73459,118589.15625
36070,120328.5703125
132194,145716.1875
49820,233838.46875
139621,105323.375
2647,207626.203125
18919,151676.734375
74515,45957.078125
55065,107412.0390625
42997,284646.875
75532,156783.25
115023,92286.453125
17037,127715.46875
79587,163006.828125
115130,74565.640625
82940,253222.6875
6899,189092.296875
22791,151150.734375
17318,310017.90625
16592,79782.40625
140920,242292.03125
70627,504917.625
77781,245574.953125
118486,172013.046875
69745,129711.2890625
140831,111142.6015625
16585,149286.671875
4919,102822.6875
40620,98698.46875
15715,152244.3125
57204,281222.71875
116464,638117.4375
124967,127526.5078125
8115,254657.6875
77724,109990.5078125
134034,132737.8125
133455,185325.078125
2847,72867.078125
135401,131363.9375
43987,207663.921875
44198,104731.9609375
56962,513076.46875
77976,292003.65625
43518,182165.265625
7418,131843.796875
144402,123927.703125
130052,82482.6953125
23768,117733.4921875
25902,368081.375
44134,216252.1875
17288,479189.0625
24238,37906.79296875
69574,173620.96875
115227,103677.59375
82117,273452.21875
73616,142998.453125
113844,123801.2109375
44370,174843.09375
26917,87318.9765625
73529,98325.046875
40755,207593.8125
45736,47803.6484375
40070,109081.5078125
16563,82179.640625
18282,230829.75
57707,129538.109375
119476,115730.4375
75715,134571.046875
14712,133149.984375
29381,108482.015625
140322,72261.9765625
4822,283076.65625
15266,202889.375
61971,192535.46875
66336,134056.625
139578,302777.75
140360,66824.7890625
62955,77971.59375
14100,91354.7265625
49576,103137.5703125
139320,137041.1875
42395,236763.296875
20558,75391.5546875
140211,176884.421875
77507,134785.4375
83159,46634.59765625
13698,347133.59375
14955,123020.9140625
72019,128174.1875
12348,118726.0234375
60059,133462.46875
19924,227326.609375
59453,138567.375
41512,88957.328125
70537,198008.171875
63894,131453.59375
3558,158528.828125
51116,407702.0
27287,104404.640625
47980,209009.5
319,212351.125
20678,83639.0234375
37612,163857.015625
36983,119254.0
22842,258256.59375
50771,59525.515625
123906,163274.046875
138366,213138.359375
54130,101178.25
65986,139548.0625
72555,335560.5
124540,129186.90625
61688,242125.5
71666,270587.9375
13120,80979.453125
133612,206020.90625
41660,153928.09375
127198,197685.34375
43657,177885.890625
80925,256773.828125
61956,124723.046875
111588,174588.640625
20215,461023.1875
19040,129625.515625
135462,63537.09375
51850,130673.453125
48966,217338.484375
133438,232616.921875
25362,88191.453125
27107,164561.96875
51939,238964.265625
145175,221100.03125
145897,272958.34375
131971,341536.5
26930,217182.3125
24053,245063.328125
28704,129830.765625
139165,172813.828125
6720,75904.0
123464,366715.59375
77787,169218.453125
41235,78762.0625
118657,101087.3203125
52047,143998.21875
75642,148183.546875
51363,146682.03125
24439,459693.28125
80773,86410.3046875
41931,118860.8828125
24297,130429.8203125
44052,115900.6953125
56626,132111.78125
2297,270345.3125
31631,284576.3125
43985,108176.5234375
132811,112171.734375
66307,146661.078125
142207,171666.984375
141101,96598.109375
42352,290626.4375
58378,294979.375
19222,149467.28125
20031,132835.8125
49545,157297.234375
13903,313984.75
78605,276652.4375
75358,98436.390625
18413,298514.3125
23103,82124.796875
34749,366051.71875
14330,112111.1953125
25156,302397.375
62346,228657.34375
18655,152192.015625
142175,180873.640625
114804,258649.8125
125772,103671.46875
127182,174023.109375
46720,180502.21875
70127,193758.6875
4013,190573.671875
137756,107235.2890625
58022,103605.3671875
71761,95245.828125
73783,324427.0625
127107,308527.09375
125186,375823.46875
80603,100105.2421875
1868,107465.125
47608,117890.0546875
137469,304139.5
54206,32007.71875
147136,64517.83984375
22207,112455.4921875
122246,397089.71875
143202,74706.53125
46542,158133.953125
133481,190455.90625
23055,97985.7421875
50762,83657.78125
111680,162190.796875
144013,116861.1171875
17894,119418.2109375
61446,146520.0
26492,129398.703125
74271,241034.46875
113909,354677.71875
18214,370183.40625
139508,83928.5703125
138778,128747.3828125
16850,145217.046875
113055,63518.1640625
114758,107653.7421875
123206,181731.09375
17458,131658.03125
77455,167907.484375
126337,67810.8046875
10394,202582.359375
59540,279623.5625
72590,484240.75
140163,175013.390625
8425,185433.625
